week,hostname,users,sessions,days
2018-10-22,broom.tidyverse.org,14,14,1
2018-10-22,dbplyr.tidyverse.org,3,3,1
2018-10-22,dplyr.tidyverse.org,1675,1778,1
2018-10-22,ggplot2.tidyverse.org,4879,6107,1
2018-10-22,glue.tidyverse.org,8,9,1
2018-10-22,googledrive.tidyverse.org,36,41,1
2018-10-22,haven.tidyverse.org,30,29,1
2018-10-22,here.r-lib.org,2,2,1
2018-10-22,lubridate.tidyverse.org,117,113,1
2018-10-22,magrittr.tidyverse.org,33,28,1
2018-10-22,modelr.tidyverse.org,5,5,1
2018-10-22,pillar.r-lib.org,3,3,1
2018-10-22,purrr.tidyverse.org,197,161,1
2018-10-22,readxl.tidyverse.org,260,274,1
2018-10-22,reprex.tidyverse.org,80,74,1
2018-10-22,stringr.tidyverse.org,313,316,1
2018-10-22,tibble.tidyverse.org,140,109,1
2018-10-22,tidymodels.github.io,11,11,1
2018-10-22,tidyr.tidyverse.org,554,496,1
2018-10-22,tidyverse.tidyverse.org,104,93,1
2018-10-22,www.tidyverse.org,801,776,1
2018-10-29,broom.tidyverse.org,194,177,7
2018-10-29,dbplyr.tidyverse.org,95,84,7
2018-10-29,dplyr.tidyverse.org,20530,21724,7
2018-10-29,ggplot2.tidyverse.org,51842,63909,7
2018-10-29,glue.tidyverse.org,51,47,7
2018-10-29,googledrive.tidyverse.org,425,466,7
2018-10-29,haven.tidyverse.org,412,389,7
2018-10-29,here.r-lib.org,16,15,6
2018-10-29,lubridate.tidyverse.org,1388,1381,7
2018-10-29,magrittr.tidyverse.org,351,312,7
2018-10-29,modelr.tidyverse.org,65,64,7
2018-10-29,pillar.r-lib.org,7,7,5
2018-10-29,purrr.tidyverse.org,2001,1711,7
2018-10-29,readxl.tidyverse.org,2869,2945,7
2018-10-29,reprex.tidyverse.org,340,338,7
2018-10-29,rprojroot.r-lib.org,9,8,4
2018-10-29,stringr.tidyverse.org,3919,3961,7
2018-10-29,tibble.tidyverse.org,1791,1330,7
2018-10-29,tidymodels.github.io,184,264,7
2018-10-29,tidyr.tidyverse.org,7403,6832,7
2018-10-29,tidyverse.tidyverse.org,971,746,7
2018-10-29,www.tidyverse.org,10242,9994,7
2018-11-05,broom.tidyverse.org,239,212,7
2018-11-05,dbplyr.tidyverse.org,91,89,7
2018-11-05,dplyr.tidyverse.org,20544,21780,7
2018-11-05,ggplot2.tidyverse.org,57683,71521,7
2018-11-05,glue.tidyverse.org,69,56,7
2018-11-05,googledrive.tidyverse.org,419,476,7
2018-11-05,haven.tidyverse.org,463,462,7
2018-11-05,here.r-lib.org,13,14,7
2018-11-05,lubridate.tidyverse.org,1449,1398,7
2018-11-05,magrittr.tidyverse.org,385,334,7
2018-11-05,modelr.tidyverse.org,69,66,7
2018-11-05,pillar.r-lib.org,5,7,3
2018-11-05,purrr.tidyverse.org,2066,1706,7
2018-11-05,readxl.tidyverse.org,2926,2988,7
2018-11-05,reprex.tidyverse.org,360,358,7
2018-11-05,rprojroot.r-lib.org,5,5,4
2018-11-05,stringr.tidyverse.org,3988,3988,7
2018-11-05,tibble.tidyverse.org,1738,1342,7
2018-11-05,tidymodels.github.io,313,404,7
2018-11-05,tidyr.tidyverse.org,7665,7171,7
2018-11-05,tidyverse.tidyverse.org,928,742,7
2018-11-05,www.tidyverse.org,8345,7756,7
2018-11-12,broom.tidyverse.org,167,157,7
2018-11-12,dbplyr.tidyverse.org,124,120,7
2018-11-12,dplyr.tidyverse.org,21257,22521,7
2018-11-12,ggplot2.tidyverse.org,58696,73059,7
2018-11-12,glue.tidyverse.org,94,93,7
2018-11-12,googledrive.tidyverse.org,412,453,7
2018-11-12,haven.tidyverse.org,430,424,7
2018-11-12,here.r-lib.org,18,19,7
2018-11-12,lubridate.tidyverse.org,1388,1340,7
2018-11-12,magrittr.tidyverse.org,473,422,7
2018-11-12,modelr.tidyverse.org,81,74,7
2018-11-12,pillar.r-lib.org,9,8,4
2018-11-12,purrr.tidyverse.org,2072,1774,7
2018-11-12,readr.tidyverse.org,830,715,4
2018-11-12,readxl.tidyverse.org,3000,3048,7
2018-11-12,reprex.tidyverse.org,304,282,7
2018-11-12,rprojroot.r-lib.org,9,8,5
2018-11-12,stringr.tidyverse.org,4185,4209,7
2018-11-12,tibble.tidyverse.org,1689,1302,7
2018-11-12,tidymodels.github.io,185,247,7
2018-11-12,tidyr.tidyverse.org,8351,7856,7
2018-11-12,tidyverse.tidyverse.org,965,756,7
2018-11-12,www.tidyverse.org,8330,7783,7
2018-11-19,broom.tidyverse.org,156,149,7
2018-11-19,dbplyr.tidyverse.org,99,92,7
2018-11-19,dplyr.tidyverse.org,19590,20821,7
2018-11-19,ggplot2.tidyverse.org,52442,65513,7
2018-11-19,glue.tidyverse.org,67,54,7
2018-11-19,googledrive.tidyverse.org,443,467,7
2018-11-19,haven.tidyverse.org,404,388,7
2018-11-19,here.r-lib.org,9,9,5
2018-11-19,lubridate.tidyverse.org,1221,1182,7
2018-11-19,magrittr.tidyverse.org,359,311,7
2018-11-19,modelr.tidyverse.org,122,110,7
2018-11-19,pillar.r-lib.org,4,4,4
2018-11-19,purrr.tidyverse.org,1751,1425,7
2018-11-19,readr.tidyverse.org,1926,1660,7
2018-11-19,readxl.tidyverse.org,2630,2692,7
2018-11-19,reprex.tidyverse.org,233,228,7
2018-11-19,rprojroot.r-lib.org,12,13,6
2018-11-19,stringr.tidyverse.org,3644,3633,7
2018-11-19,tibble.tidyverse.org,1532,1152,7
2018-11-19,tidymodels.github.io,439,605,7
2018-11-19,tidyr.tidyverse.org,6877,6476,7
2018-11-19,tidyverse.tidyverse.org,828,673,7
2018-11-19,www.tidyverse.org,7543,6988,7
2018-11-26,broom.tidyverse.org,204,184,7
2018-11-26,dbplyr.tidyverse.org,99,93,7
2018-11-26,dplyr.tidyverse.org,22008,23332,7
2018-11-26,ggplot2.tidyverse.org,62629,77935,7
2018-11-26,glue.tidyverse.org,65,59,7
2018-11-26,googledrive.tidyverse.org,464,519,7
2018-11-26,haven.tidyverse.org,453,446,7
2018-11-26,here.r-lib.org,12,12,7
2018-11-26,lubridate.tidyverse.org,1408,1358,7
2018-11-26,magrittr.tidyverse.org,380,346,7
2018-11-26,modelr.tidyverse.org,87,80,7
2018-11-26,pillar.r-lib.org,8,8,5
2018-11-26,purrr.tidyverse.org,1982,1706,7
2018-11-26,readr.tidyverse.org,2231,1947,7
2018-11-26,readxl.tidyverse.org,3063,3115,7
2018-11-26,reprex.tidyverse.org,343,327,7
2018-11-26,rprojroot.r-lib.org,8,10,5
2018-11-26,stringr.tidyverse.org,4101,4102,7
2018-11-26,tibble.tidyverse.org,1697,1280,7
2018-11-26,tidymodels.github.io,988,1332,7
2018-11-26,tidyr.tidyverse.org,8032,7474,7
2018-11-26,tidyverse.tidyverse.org,971,752,7
2018-11-26,www.tidyverse.org,13277,13382,7
2018-12-03,broom.tidyverse.org,175,172,7
2018-12-03,dbplyr.tidyverse.org,104,106,7
2018-12-03,dplyr.tidyverse.org,21796,23089,7
2018-12-03,ggplot2.tidyverse.org,62246,77023,7
2018-12-03,glue.tidyverse.org,72,56,7
2018-12-03,googledrive.tidyverse.org,401,446,7
2018-12-03,haven.tidyverse.org,447,451,7
2018-12-03,here.r-lib.org,14,15,7
2018-12-03,lubridate.tidyverse.org,1379,1322,7
2018-12-03,magrittr.tidyverse.org,426,375,7
2018-12-03,modelr.tidyverse.org,105,106,7
2018-12-03,pillar.r-lib.org,3,3,2
2018-12-03,purrr.tidyverse.org,1972,1629,7
2018-12-03,readr.tidyverse.org,2314,2034,7
2018-12-03,readxl.tidyverse.org,2974,3045,7
2018-12-03,reprex.tidyverse.org,346,357,7
2018-12-03,rprojroot.r-lib.org,12,16,4
2018-12-03,stringr.tidyverse.org,4072,4037,7
2018-12-03,tibble.tidyverse.org,1812,1386,7
2018-12-03,tidymodels.github.io,700,968,7
2018-12-03,tidyr.tidyverse.org,8055,7473,7
2018-12-03,tidyverse.tidyverse.org,982,764,7
2018-12-03,www.tidyverse.org,11512,11413,7
2018-12-10,broom.tidyverse.org,152,139,7
2018-12-10,dbplyr.tidyverse.org,94,93,7
2018-12-10,dplyr.tidyverse.org,19487,20623,7
2018-12-10,ggplot2.tidyverse.org,55472,68899,7
2018-12-10,glue.tidyverse.org,82,73,7
2018-12-10,googledrive.tidyverse.org,397,431,7
2018-12-10,haven.tidyverse.org,449,448,7
2018-12-10,here.r-lib.org,6,6,4
2018-12-10,lubridate.tidyverse.org,1230,1186,7
2018-12-10,magrittr.tidyverse.org,330,283,7
2018-12-10,modelr.tidyverse.org,94,96,7
2018-12-10,pillar.r-lib.org,4,4,3
2018-12-10,purrr.tidyverse.org,1900,1617,7
2018-12-10,readr.tidyverse.org,2013,1757,7
2018-12-10,readxl.tidyverse.org,2545,2633,7
2018-12-10,reprex.tidyverse.org,324,319,7
2018-12-10,rprojroot.r-lib.org,15,18,7
2018-12-10,stringr.tidyverse.org,3902,3886,7
2018-12-10,tibble.tidyverse.org,1620,1195,7
2018-12-10,tidymodels.github.io,526,762,7
2018-12-10,tidyr.tidyverse.org,7194,6583,7
2018-12-10,tidyverse.tidyverse.org,827,630,7
2018-12-10,www.tidyverse.org,8707,8406,7
2018-12-17,broom.tidyverse.org,133,129,7
2018-12-17,dbplyr.tidyverse.org,95,89,7
2018-12-17,dplyr.tidyverse.org,16209,16912,7
2018-12-17,ggplot2.tidyverse.org,43319,53681,7
2018-12-17,glue.tidyverse.org,83,77,7
2018-12-17,googledrive.tidyverse.org,417,471,7
2018-12-17,haven.tidyverse.org,324,324,7
2018-12-17,here.r-lib.org,15,17,6
2018-12-17,lubridate.tidyverse.org,1184,1119,7
2018-12-17,magrittr.tidyverse.org,350,302,7
2018-12-17,modelr.tidyverse.org,69,69,7
2018-12-17,pillar.r-lib.org,13,14,5
2018-12-17,purrr.tidyverse.org,1707,1403,7
2018-12-17,readr.tidyverse.org,1747,1553,7
2018-12-17,readxl.tidyverse.org,2454,2498,7
2018-12-17,reprex.tidyverse.org,239,232,7
2018-12-17,rprojroot.r-lib.org,12,12,5
2018-12-17,stringr.tidyverse.org,3501,3484,7
2018-12-17,tibble.tidyverse.org,1477,1128,7
2018-12-17,tidymodels.github.io,624,829,7
2018-12-17,tidyr.tidyverse.org,6028,5509,7
2018-12-17,tidyverse.tidyverse.org,689,528,7
2018-12-17,www.tidyverse.org,11362,11582,7
2018-12-24,broom.tidyverse.org,87,83,7
2018-12-24,dbplyr.tidyverse.org,40,37,6
2018-12-24,dplyr.tidyverse.org,8077,8584,7
2018-12-24,ggplot2.tidyverse.org,21491,26777,7
2018-12-24,glue.tidyverse.org,32,30,7
2018-12-24,googledrive.tidyverse.org,268,297,7
2018-12-24,haven.tidyverse.org,175,181,7
2018-12-24,here.r-lib.org,6,6,4
2018-12-24,lubridate.tidyverse.org,601,569,7
2018-12-24,magrittr.tidyverse.org,205,176,7
2018-12-24,modelr.tidyverse.org,51,54,7
2018-12-24,pillar.r-lib.org,4,4,4
2018-12-24,purrr.tidyverse.org,1170,1008,7
2018-12-24,readr.tidyverse.org,978,837,7
2018-12-24,readxl.tidyverse.org,1251,1268,7
2018-12-24,reprex.tidyverse.org,137,128,7
2018-12-24,rprojroot.r-lib.org,5,4,3
2018-12-24,stringr.tidyverse.org,1749,1744,7
2018-12-24,tibble.tidyverse.org,770,531,7
2018-12-24,tidymodels.github.io,462,677,7
2018-12-24,tidyr.tidyverse.org,2894,2681,7
2018-12-24,tidyverse.tidyverse.org,379,308,7
2018-12-24,www.tidyverse.org,5305,5206,7
2018-12-31,broom.tidyverse.org,102,102,7
2018-12-31,dbplyr.tidyverse.org,160,146,7
2018-12-31,dplyr.tidyverse.org,11678,12283,7
2018-12-31,forcats.tidyverse.org,90,72,2
2018-12-31,ggplot2.tidyverse.org,30080,37407,7
2018-12-31,glue.tidyverse.org,47,45,7
2018-12-31,googledrive.tidyverse.org,328,368,7
2018-12-31,haven.tidyverse.org,309,238,7
2018-12-31,here.r-lib.org,21,20,6
2018-12-31,lubridate.tidyverse.org,895,853,7
2018-12-31,magrittr.tidyverse.org,246,220,7
2018-12-31,modelr.tidyverse.org,52,48,7
2018-12-31,pillar.r-lib.org,7,7,4
2018-12-31,purrr.tidyverse.org,1740,1532,7
2018-12-31,readr.tidyverse.org,1325,1129,7
2018-12-31,readxl.tidyverse.org,1705,1696,7
2018-12-31,reprex.tidyverse.org,205,183,7
2018-12-31,rprojroot.r-lib.org,7,6,5
2018-12-31,stringr.tidyverse.org,2505,2512,7
2018-12-31,tibble.tidyverse.org,1253,956,7
2018-12-31,tidymodels.github.io,444,626,7
2018-12-31,tidyr.tidyverse.org,4301,3941,7
2018-12-31,tidyverse.tidyverse.org,565,436,7
2018-12-31,www.tidyverse.org,7723,7539,7
2019-01-07,broom.tidyverse.org,134,127,7
2019-01-07,dbplyr.tidyverse.org,430,357,7
2019-01-07,dplyr.tidyverse.org,18873,19901,7
2019-01-07,forcats.tidyverse.org,848,635,7
2019-01-07,ggplot2.tidyverse.org,48362,60131,7
2019-01-07,glue.tidyverse.org,79,72,7
2019-01-07,googledrive.tidyverse.org,461,504,7
2019-01-07,haven.tidyverse.org,494,475,7
2019-01-07,here.r-lib.org,24,22,7
2019-01-07,lubridate.tidyverse.org,1365,1317,7
2019-01-07,magrittr.tidyverse.org,362,310,7
2019-01-07,modelr.tidyverse.org,88,83,7
2019-01-07,pillar.r-lib.org,9,9,5
2019-01-07,principles.tidyverse.org,30,14,7
2019-01-07,purrr.tidyverse.org,2050,1718,7
2019-01-07,r4ds.had.co.nz,23207,30224,6
2019-01-07,readr.tidyverse.org,2174,1910,7
2019-01-07,readxl.tidyverse.org,2766,2817,7
2019-01-07,reprex.tidyverse.org,284,265,7
2019-01-07,rprojroot.r-lib.org,12,13,5
2019-01-07,stringr.tidyverse.org,4135,4045,7
2019-01-07,style.tidyverse.org,805,853,7
2019-01-07,tibble.tidyverse.org,1967,1506,7
2019-01-07,tidyeval.tidyverse.org,619,774,7
2019-01-07,tidymodels.github.io,545,808,7
2019-01-07,tidyr.tidyverse.org,6722,6131,7
2019-01-07,tidyverse.tidyverse.org,899,704,7
2019-01-07,www.tidyverse.org,9397,8926,7
2019-01-14,broom.tidyverse.org,183,174,7
2019-01-14,dbplyr.tidyverse.org,384,362,7
2019-01-14,dplyr.tidyverse.org,21279,22483,7
2019-01-14,forcats.tidyverse.org,1049,825,7
2019-01-14,ggplot2.tidyverse.org,53119,66345,7
2019-01-14,glue.tidyverse.org,79,78,7
2019-01-14,googledrive.tidyverse.org,431,468,7
2019-01-14,haven.tidyverse.org,500,495,7
2019-01-14,here.r-lib.org,23,19,6
2019-01-14,lubridate.tidyverse.org,1514,1453,7
2019-01-14,magrittr.tidyverse.org,406,359,7
2019-01-14,modelr.tidyverse.org,100,96,7
2019-01-14,pillar.r-lib.org,7,7,6
2019-01-14,principles.tidyverse.org,41,31,6
2019-01-14,purrr.tidyverse.org,2376,2029,7
2019-01-14,r4ds.had.co.nz,33090,43343,7
2019-01-14,readr.tidyverse.org,2465,2135,7
2019-01-14,readxl.tidyverse.org,3060,3073,7
2019-01-14,reprex.tidyverse.org,380,387,7
2019-01-14,rprojroot.r-lib.org,25,24,6
2019-01-14,stringr.tidyverse.org,4440,4442,7
2019-01-14,style.tidyverse.org,1118,1153,7
2019-01-14,tibble.tidyverse.org,2146,1606,7
2019-01-14,tidyeval.tidyverse.org,462,514,7
2019-01-14,tidymodels.github.io,843,1168,7
2019-01-14,tidyr.tidyverse.org,7628,7029,7
2019-01-14,tidyverse.tidyverse.org,1094,878,7
2019-01-14,www.tidyverse.org,10019,9521,7
2019-01-21,broom.tidyverse.org,196,189,7
2019-01-21,dbplyr.tidyverse.org,420,407,7
2019-01-21,dplyr.tidyverse.org,22621,23715,7
2019-01-21,forcats.tidyverse.org,1113,932,7
2019-01-21,ggplot2.tidyverse.org,56694,70619,7
2019-01-21,glue.tidyverse.org,87,80,7
2019-01-21,googledrive.tidyverse.org,518,558,7
2019-01-21,haven.tidyverse.org,503,481,7
2019-01-21,here.r-lib.org,27,27,7
2019-01-21,lubridate.tidyverse.org,1684,1614,7
2019-01-21,magrittr.tidyverse.org,461,395,7
2019-01-21,modelr.tidyverse.org,111,106,7
2019-01-21,pillar.r-lib.org,15,20,7
2019-01-21,principles.tidyverse.org,40,29,7
2019-01-21,purrr.tidyverse.org,2383,2006,7
2019-01-21,r4ds.had.co.nz,34357,44867,7
2019-01-21,readr.tidyverse.org,2521,2203,7
2019-01-21,readxl.tidyverse.org,3185,3285,7
2019-01-21,reprex.tidyverse.org,339,328,7
2019-01-21,rprojroot.r-lib.org,7,4,5
2019-01-21,stringr.tidyverse.org,4772,4749,7
2019-01-21,style.tidyverse.org,1112,1172,7
2019-01-21,tibble.tidyverse.org,2224,1633,7
2019-01-21,tidyeval.tidyverse.org,332,379,7
2019-01-21,tidymodels.github.io,767,1057,7
2019-01-21,tidyr.tidyverse.org,7989,7336,7
2019-01-21,tidyverse.tidyverse.org,1075,830,7
2019-01-21,www.tidyverse.org,9534,8936,7
2019-01-28,broom.tidyverse.org,164,150,7
2019-01-28,dbplyr.tidyverse.org,444,445,7
2019-01-28,dplyr.tidyverse.org,24383,25590,7
2019-01-28,forcats.tidyverse.org,1159,976,7
2019-01-28,ggplot2.tidyverse.org,59829,74684,7
2019-01-28,glue.tidyverse.org,78,67,7
2019-01-28,googledrive.tidyverse.org,502,554,7
2019-01-28,haven.tidyverse.org,478,451,7
2019-01-28,here.r-lib.org,29,31,6
2019-01-28,lubridate.tidyverse.org,1712,1648,7
2019-01-28,magrittr.tidyverse.org,443,382,7
2019-01-28,modelr.tidyverse.org,67,67,7
2019-01-28,pillar.r-lib.org,16,16,6
2019-01-28,principles.tidyverse.org,22,9,7
2019-01-28,purrr.tidyverse.org,2557,2175,7
2019-01-28,r4ds.had.co.nz,33191,43319,7
2019-01-28,readr.tidyverse.org,2804,2505,7
2019-01-28,readxl.tidyverse.org,3328,3411,7
2019-01-28,reprex.tidyverse.org,290,274,7
2019-01-28,rprojroot.r-lib.org,13,12,7
2019-01-28,stringr.tidyverse.org,4926,4948,7
2019-01-28,style.tidyverse.org,3387,3589,7
2019-01-28,tibble.tidyverse.org,2268,1676,7
2019-01-28,tidyeval.tidyverse.org,332,377,7
2019-01-28,tidymodels.github.io,762,1061,7
2019-01-28,tidyr.tidyverse.org,8778,8126,7
2019-01-28,tidyverse.tidyverse.org,1111,908,7
2019-01-28,www.tidyverse.org,9316,8667,7
2019-02-04,broom.tidyverse.org,165,167,7
2019-02-04,dbplyr.tidyverse.org,469,460,7
2019-02-04,dplyr.tidyverse.org,24927,26043,7
2019-02-04,forcats.tidyverse.org,1191,991,7
2019-02-04,ggplot2.tidyverse.org,60538,75011,7
2019-02-04,glue.tidyverse.org,92,79,7
2019-02-04,googledrive.tidyverse.org,537,583,7
2019-02-04,haven.tidyverse.org,578,558,7
2019-02-04,here.r-lib.org,16,16,5
2019-02-04,lubridate.tidyverse.org,1753,1709,7
2019-02-04,magrittr.tidyverse.org,474,390,7
2019-02-04,modelr.tidyverse.org,102,100,7
2019-02-04,pillar.r-lib.org,7,7,4
2019-02-04,principles.tidyverse.org,24,14,7
2019-02-04,purrr.tidyverse.org,2761,2349,7
2019-02-04,r4ds.had.co.nz,33495,43824,7
2019-02-04,readr.tidyverse.org,3026,2666,7
2019-02-04,readxl.tidyverse.org,3458,3503,7
2019-02-04,reprex.tidyverse.org,300,287,7
2019-02-04,rprojroot.r-lib.org,11,13,5
2019-02-04,stringr.tidyverse.org,5411,5446,7
2019-02-04,style.tidyverse.org,1821,1968,7
2019-02-04,tibble.tidyverse.org,2296,1716,7
2019-02-04,tidyeval.tidyverse.org,272,291,7
2019-02-04,tidymodels.github.io,697,945,7
2019-02-04,tidyr.tidyverse.org,9176,8486,7
2019-02-04,tidyverse.tidyverse.org,1186,929,7
2019-02-04,www.tidyverse.org,11445,10802,7
2019-02-11,broom.tidyverse.org,185,178,7
2019-02-11,dbplyr.tidyverse.org,545,543,7
2019-02-11,dplyr.tidyverse.org,25399,26712,7
2019-02-11,forcats.tidyverse.org,1256,1028,7
2019-02-11,ggplot2.tidyverse.org,62848,78184,7
2019-02-11,glue.tidyverse.org,96,83,7
2019-02-11,googledrive.tidyverse.org,506,548,7
2019-02-11,haven.tidyverse.org,547,531,7
2019-02-11,here.r-lib.org,23,23,6
2019-02-11,lubridate.tidyverse.org,1732,1672,7
2019-02-11,magrittr.tidyverse.org,460,389,7
2019-02-11,modelr.tidyverse.org,105,105,7
2019-02-11,pillar.r-lib.org,9,9,5
2019-02-11,principles.tidyverse.org,33,25,7
2019-02-11,purrr.tidyverse.org,2566,2188,7
2019-02-11,r4ds.had.co.nz,33799,44647,7
